"","X.1","X","CodigoMateria","AnoMateria","DescricaoIdentificacaoMateria","IndicadorTramitando","EmentaMateria","ExplicacaoEmentaMateria","IndexacaoMateria","Autor","DataApresentacao","DataLeitura","CodigoNatureza","NomeNatureza","DescricaoNatureza","Codigo_especifico","Descricao_especifica","Codigo_geral","Descricao_geral","NaturezaMateria","ApelidoMateria","ObservacaoMateria","CodMateriaSucessoraNoSenado","CodigoClasseConcat","DescricaoClasseConcat","DescricaoClasseHiearConcat","amostra_meioamb","Subtemas","TipoIniciativa","IndexacaoAjustada2","TipoConteudo"
"132",2966,2966,120256,2015,"PLS 143/2015","Não","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para prever critérios objetivos para a aplicação da pena à pessoa jurídica condenada por crime ambiental.","Acrescenta parágrafo único ao art. 21 da Lei nº 9.605/98 (Lei dos crimes ambientais), para prever critérios objetivos para a aplicação da pena à pessoa jurídica condenada por crime ambiental.","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, DIREITO PENAL, LEGISLAÇÃO PROCESSUAL PENAL, PROCESSO PENAL, CRIME, MEIO AMBIENTE, DEFINIÇÃO, CRITERIOS, APLICAÇÃO, PENA, PESSOA JURIDICA, ANALISE, ANTECEDENTES. DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Eduardo Amorim (PSC/SE)","2015-03-24","2015-03-24",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, ","Alteração"
"133",2977,2977,120957,2015,"PLS 250/2015","Não","Altera as Leis nºs 9.433, de 8 de janeiro de 1997, 1.079, de 10 de abril de 1950, e 8.429, de 2 de junho de 1992, para vedar a transposição de águas de rios ou bacias hidrográficas sem a comprovação da prévia revitalização integral do rio ou da bacia doadora.","Altera as Leis nos 9.433/97 (Política Nacional de Recursos Hídricos), 1.079/50 (Crimes de responsabilidade), e 8.429/92 (Improbidade Administrativa), para vedar a transposição de águas de rios ou bacias hidrográficas sem a comprovação da prévia revitalização integral do rio ou da bacia doadora, penalizando os agentes públicos que desrespeitarem essa vedação.","ALTERAÇÃO, LEI FEDERAL, LEI DA IMPROBIDADE ADMINISTRATIVA, PROIBIÇÃO, TRANSPOSIÇÃO, RIO, BACIA HIDROGRAFICA, COMPROVAÇÃO, REVIGORAÇÃO, RECUPERAÇÃO, RECURSOS HIDRICOS. CRIME DE RESPONSABILIDADE. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Otto Alencar (PSD/BA)","2015-04-29","2015-04-29",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DA IMPROBIDADE ADMINIS","Alteração"
"134",2982,2982,121285,2015,"PLS 287/2015","Não","Altera a redação do § 3º do art. 29 da Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa, para prorrogar o prazo de inscrição do imóvel rural no Cadastro Ambiental Rural – CAR.","Altera o § 3º do art. 29 da Lei nº 12.651/2012 (Código Florestal), para alterar de 1 ano para 3 anos o prazo de inscrição das propriedades e posses rurais no Cadastro Ambiental Rural.","ALTERAÇÃO, LEI FEDERAL, MEIO AMBIENTE, CODIGO FLORESTAL, NOVO CODIGO FLORESTAL, PROTEÇÃO, VEGETAÇÃO, FLORESTA, ECOLOGIA, AREA DE PROTEÇÃO AMBIENTAL. PRORROGAÇÃO, PRAZO, INSCRIÇÃO, IMOVEL RURAL, CADASTRO, ZONA RURAL. 

","Senador Romero Jucá (MDB/RR)","2015-05-19","2015-05-19",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, MEIO AMBIENTE, CODIGO FLOR","Alteração"
"135",2986,2986,121454,2015,"PLS 317/2015","Não","Dispõe sobre a obrigatoriedade de instalação de sistema de captação de energia solar e de sistema de captação, armazenamento e utilização de águas pluviais na construção de novos prédios públicos para a utilização em atividades que não necessitem de água potável.","Torna obrigatória a  instalação de sistema de captação de energia solar e de sistema de captação, armazenamento e utilização de águas pluviais na construção e reforma de prédios públicos.","CRIAÇÃO, LEI FEDERAL, OBRIGATORIEDADE, INSTALAÇÃO, SISTEMA, CAPTAÇÃO, ENERGIA SOLAR, SISTEMA, CAPTAÇÃO, DEPOSITO, UTILIZAÇÃO, AGUAS PLUVIAIS, CONSTRUÇÃO, REPARAÇÃO, PREDIO, EDIFICIO, CARATER PUBLICO, ATIVIDADE, DESNECESSIDADE, AGUA POTAVEL. MATERIAL, OBEDIENCIA, NORMAS TECNICAS. PROIBIÇÃO, APROVEITAMENTO, AGUAS PLUVIAIS, SISTEMA, CAPTAÇÃO, CONSUMO, HOMEM. EDITAL, LICITAÇÃO, OBRA DE ENGENHARIA, EXIGENCIA, OBRIGATORIEDADE, INSTALAÇÃO, SISTEMA, CAPTAÇÃO, ENERGIA SOLAR, ENERGIA RENOVAVEL, FONTE ALTERNATIVA DE ENERGIA, SISTEMA, CAPTAÇÃO, DEPOSITO, UTILIZAÇÃO, AGUAS PLUVIAIS. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Dário Berger (MDB/SC)","2015-05-27","2015-05-27",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, OBRIGATORIEDADE, INSTALAÇÃO,","Criação"
"136",3006,3006,122694,2015,"PLS 533/2015","Não","Cria as unidades de acumulação de recursos hídricos em rios de domínio da Federação Brasileira. O CONGRESSO NACIONAL, decreta:","Institui as unidades de acumulação de recursos hídricos em mananciais de domínio da União, dos Estados ou dos Municípios, para regularização das vazões naturais das bacias hidrográficas. Os reservatórios poderão ser implantados em nascentes, cabeceiras ou em pontos estratégicos dos cursos d’água. A construção de barragens poderá ser objeto de concessão e deverá ser projetada por profissionais habilitados, submetendo-se a regime simplificado de licenciamentos ambientais.","CRIAÇÃO, LEI FEDERAL, CONSTRUÇÃO, RESERVATORIO, RECURSOS HIDRICOS, CONTENÇÃO, AGUA, RIO, BARRAGEM, UNIÃO FEDERAL, ESTADOS, MUNICIPIOS, (ANA).","Senador Hélio José (PSD/DF)","2015-08-13","2015-08-13",11,"NORMA_GERAL","Norma Geral",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Individual","CRIAÇÃO, LEI FEDERAL, CONSTRUÇÃO, RESERVATORIO, RE","Criação"
"137",3035,3035,124175,2015,"PLS 753/2015","Não","Altera a Lei nº 11.445, de 5 de janeiro de 2007, para tornar obrigatória a implantação de sistemas de reúso direto não potável nas instalações e infraestruturas de abastecimento de água e de esgotamento sanitário construídas com recursos da União e para exigir a adequação de novas edificações nas localidades onde houver sistemas de reúso.","Altera a Lei do Saneamento Básico (Lei nº 11.445/2007) para tornar obrigatória a implantação de sistemas de reuso direto não potável nas instalações e infraestruturas de abastecimento de água e de esgotamento sanitário construídas com recursos da União e para exigir a adequação de novas edificações nas localidades onde houver sistemas de reuso","ALTERAÇÃO, LEI FEDERAL, LEI DE SANEAMENTO BASICO, REGULAMENTAÇÃO, REUTILIZAÇÃO, AGUA, RECURSOS HIDRICOS, OBRIGATORIEDADE, INSTALAÇÃO, PREDIO, UNIÃO FEDERAL, ADAPTAÇÃO. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senadora Lídice da Mata (PSB/BA)","2015-11-24","2015-11-24",11,"NORMA_GERAL","Norma Geral",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE SANEAMENTO BASICO, ","Alteração"
"138",3039,3039,124666,2016,"PLS 6/2016","Não","Altera a Lei nº 12.651, de 25 de maio de 2012, para permitir o cômputo de florestas plantadas na área de reserva legal.","Permite o cômputo de florestas plantadas na área de reserva legal.","ALTERAÇÃO, LEI FEDERAL, CODIGO FLORESTAL, INCLUSÃO, PLANTIO, ARVORE, FLORESTA, CONTAGEM, RESERVA LEGAL. AUTORIZAÇÃO, EXPLORAÇÃO, ATIVIDADE ECONOMICA.","Senadora Ana Amélia (PP/RS)","2016-02-02","2016-02-02",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, CODIGO FLORESTAL, INCLUSÃO","Alteração"
"139",3065,3065,125742,2016,"PLS 205/2016","Não","Altera os arts. 47 e 51 da Lei nº 12.351, de 22 de dezembro de 2010, para direcionar parte das aplicações do Fundo Social para programas e projetos de desenvolvimento de energias renováveis.","Altera a Lei nº 12.351/2010 para direcionar parte das aplicações do Fundo Social para programas e projetos de desenvolvimento de energias renováveis.","ALTERAÇÃO, LEI FEDERAL, EXPLORAÇÃO, PRODUÇÃO, PETROLEO, GAS NATURAL, HIDROCARBONETO, AREA, PRE-SAL, FUNDO SOCIAL, FUNDO FINANCEIRO, APLICAÇÃO DE RECURSOS, RECURSOS FINANCEIROS, PROGRAMA, PROJETO, ENERGIA RENOVAVEL, FONTE ALTERNATIVA DE ENERGIA, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE, MEIO AMBIENTE.","Senador Telmário Mota (PDT/RR)","2016-05-16","2016-05-16",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, EXPLORAÇÃO, PRODUÇÃO, PETR","Alteração"
"140",3093,3093,127472,2016,"PLS 414/2016","Não","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para determinar que não se aplicam às obras e aos serviços executados nas faixas de domínio das rodovias e ferrovias federais e nos portos federais já implantados as sanções da Lei de Crimes Ambientais","Altera a Lei dos Crimes Ambientais (Lei 9.605/1998) para excepcionar das sanções previstas as obras e serviços executados nas faixas de domínio das rodovias e ferrovias federais e nos portos federais já implantados.","ALTERAÇÃO, LEI FEDERAL, LEI DOS CRIMES AMBIENTAIS, DIREITO PENAL, INAPLICABILIDADE, SANÇÃO, OBRA DE ENGENHARIA, SERVIÇO, RODOVIA, FERROVIA, PORTO.","Senador Cidinho Santos (PL/MT)","2016-11-16","2016-11-16",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DOS CRIMES AMBIENTAIS,","Alteração"
"141",3104,3104,124937,2016,"PLS 54/2016","Não","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências, para tornar crime ambiental o derramamento de chorume no solo ou nos recursos hídricos por caminhão de lixo.","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências, para tornar crime ambiental o derramamento de chorume no solo ou nos recursos hídricos por caminhão de lixo.","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, DIREITO PENAL, TIPICIDADE, CRIME, CAMINHÃO, SUBSTANCIA, LIXO, SOLO, RECURSOS HIDRICOS, MEIO AMBIENTE.","Senador Cássio Cunha Lima (PSDB/PB)","2016-02-25","2016-02-25",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, ","Alteração"
"142",3124,3124,126051,2016,"PLS 234/2016","Sim","Dispõe sobre a obrigatoriedade da comprovação da procedência legal da madeira nativa utilizada nas obras, serviços e aquisições da Administração Pública.","Dispõe sobre a obrigatoriedade da comprovação da procedência legal de produto ou subproduto de madeira nativa utilizados nas obras, serviços e aquisições da Administração Pública, na forma estabelecida em Edital.","CRIAÇÃO, LEI FEDERAL, OBRIGATORIEDADE, COMPROVAÇÃO, ORIGEM, PROCEDENCIA, MADEIRA, UTILIZAÇÃO, OBRA PUBLICA, ADMINISTRAÇÃO PUBLICA, LICITAÇÃO, MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Comissão de Direitos Humanos e Legislação Participativa","2016-06-07","2016-06-07",NA,"","",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Coletiva","CRIAÇÃO, LEI FEDERAL, OBRIGATORIEDADE, COMPROVAÇÃO","Criação"
"143",3159,3159,125086,2016,"PLS 79/2016","Não","Altera a redação do art. 71 da Lei nº 9.605, de 12 de fevereiro de 1998, que trata dos prazos do processo administrativo ambiental.","Altera a Lei dos Crimes Ambientais (Lei 9.605/1998) para estabelecer os seguintes prazos no processo administrativo ambiental: trinta dias, prorrogável por igual período, para julgamento do auto de infração ambiental, contados do término da instrução do processo; e vinte dias para recorrer da decisão condenatória, contado da ciência ou divulgação oficial da decisão.","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, PROCESSO ADMINISTRATIVO, LEGISLAÇÃO PROCESSUAL, APURAÇÃO, INFRAÇÃO, MEIO AMBIENTE, INICIO, PRAZO, JULGAMENTO, AUTO DE INFRAÇÃO, INTERPOSIÇÃO, RECURSO ADMINISTRATIVO.","Senador Paulo Paim (PT/RS)","2016-03-09","2016-03-09",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, ","Alteração"
"144",3176,3176,125687,2016,"PLS 201/2016","Não","Autoriza o controle populacional de espécies exóticas invasoras nocivas, estabelece condições para o consumo, a distribuição e a comercialização de produtos e subprodutos resultantes do abate desses animais e dá outras providências.","Permite, em todo o território nacional, o controle populacional de espécies exóticas invasoras declaradas nocivas em ato normativo próprio do órgão ambiental federal; define como controle populacional a perseguição, o abate, a captura e a marcação de espécimes seguidas de soltura para rastreamento, a captura seguida de eliminação e a eliminação direta de espécimes.","CRIAÇÃO, LEI FEDERAL, CONTROLE, POPULAÇÃO, ESPECIE, ANIMAL, NOCIVIDADE, CONDIÇÃO, CONSUMO, COMERCIALIZAÇÃO, PRODUTO.","Senador Wellington Fagundes (PL/MT)","2016-05-05","2016-05-05",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, CONTROLE, POPULAÇÃO, ESPECIE","Criação"
"145",3213,3213,124665,2016,"PLS 4/2016","Não","Isenta da Contribuição para o Financiamento da Seguridade Social (COFINS) e da Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (PIS/PASEP) a receita das operações com produtos reciclados plásticos.","Isenta da Contribuição para o Financiamento da Seguridade Social (COFINS) e da Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (PIS/PASEP) a receita das operações com produtos reciclados plásticos.","CRIAÇÃO, LEI FEDERAL, CONCESSÃO, ISENÇÃO FISCAL, CONTRIBUIÇÃO SOCIAL, (PIS-PASEP), (COFINS), RECEITA, VENDA, COMERCIALIZAÇÃO, PRODUTO, ORIGEM, RECICLAGEM. LEGISLAÇÃO TRIBUTARIA, TRIBUTAÇÃO, TRIBUTOS, DESONERAÇÃO TRIBUTARIA, BENEFICIO FISCAL, INCENTIVO FISCAL. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senadora Ana Amélia (PP/RS)","2016-02-02","2016-02-02",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, CONCESSÃO, ISENÇÃO FISCAL, C","Criação"
"146",3218,3218,124972,2016,"PLS 58/2016","Não","Disciplina o abastecimento de água por fontes alternativas e altera as Leis nº 11.445, de 5 de janeiro de 2007, que estabelece diretrizes nacionais para o saneamento básico; nº 10.257, de 10 de julho de 2001, que regulamenta os arts. 182 e 183 da Constituição Federal, estabelece diretrizes gerais da política urbana; nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente e nº 9.433, de 8 de janeiro de 1997, que institui a Política Nacional de Recursos Hídricos.","Disciplina o abastecimento de água por fontes alternativas e altera as Leis nº 11.445, de 5 de janeiro de 2007, que estabelece diretrizes nacionais para o saneamento básico; nº 10.257, de 10 de julho de 2001, que regulamenta os arts. 182 e 183 da Constituição Federal, estabelece diretrizes gerais da política urbana; nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente e nº 9.433, de 8 de janeiro de 1997, que institui a Política Nacional de Recursos Hídricos.","CRIAÇÃO, LEI FEDERAL, REGULAMENTAÇÃO, ABASTECIMENTO DE AGUA, RECURSOS HIDRICOS, REUTILIZAÇÃO, APROVEITAMENTO, AGUA, CHUVA. ALTERAÇÃO, LEI FEDERAL, LEI DE SANEAMENTO BASICO, ESTATUTO DA CIDADE, LEI DE CRIMES AMBIENTAIS, DIREITO PENAL, CIRCUNSTANCIA QUALIFICADORA, POLITICA NACIONAL, RECURSOS HIDRICOS. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Jorge Viana (PT/AC)","2016-03-01","2016-03-01",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, REGULAMENTAÇÃO, ABASTECIMENT","Alteração"
"147",3268,3268,124805,2016,"PLS 34/2016","Não","Dispõe sobre a realização de auditorias ambientais compulsórias nos empreendimentos que desenvolvam atividades efetiva ou potencialmente poluidoras.","Dispõe sobre a realização de auditorias ambientais compulsórias nos empreendimentos que desenvolvam atividades efetiva ou potencialmente poluidoras.","CRIAÇÃO, LEI FEDERAL, MEIO AMBIENTE, PROTEÇÃO, OBRIGATORIEDADE, AUDITORIA, EMPRESA, INSTALAÇÕES, ATIVIDADE, POLUIÇÃO, IMPACTO AMBIENTAL. ALTERAÇÃO, LEI DE CRIMES AMBIENTAIS, TIPICIDADE, CRIME. DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Wilder Morais (PP/GO)","2016-02-17","2016-02-17",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, MEIO AMBIENTE, PROTEÇÃO, OBR","Criação"
"148",3305,3305,127044,2016,"PLS 355/2016","Não","Altera o art. 10 da Lei nº 6.938, de 31 de Agosto de 1981, que dispõe sobre a Política Nacional do Meio Ambiente, seus fins e mecanismos de formulação e aplicação, e dá outras providências, para dispor sobre a contratação de seguro ambiental para o funcionamento de estabelecimentos e atividades de extração e tratamento de minerais sujeitos a licenciamento ambiental.","Altera a Lei nº 6.938, de 31 de agosto de 1981, (Política Nacional do Meio Ambiente), para dispor sobre a contratação de seguro ambiental para o funcionamento de estabelecimentos e atividades de extração e tratamento de minerais sujeitos a licenciamento ambiental. Estabelece que a lei entra em vigor após 120 dias de sua publicação.","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, MEIO AMBIENTE, CONTRATAÇÃO, SEGUROS, RESPONSABILIDADE CIVIL, DANOS, CONCESSÃO, RENOVAÇÃO, LICENÇA AMBIENTAL, RECURSOS MINERAIS, TECNOLOGIA MINERAL.","Senador Aécio Neves (PSDB/MG)","2016-10-04","2016-10-04",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, MEIO AM","Alteração"
"149",3341,3341,125942,2016,"PLS 219/2016","Não","Institui o dia 27 de outubro como o Dia Nacional de Proteção das Espécies em Extinção.","Institui o dia 27 de outubro como o Dia Nacional de Proteção das Espécies em Extinção. O dia 27 de outubro foi a data em que o Instituto Chico Mendes de Conservação da Biodiversidade registrou o nascimento de filhotes de ararinha-azul (Cyanopsitta spixii), espécie que está extinta na natureza, restando apenas espécimes em cativeiro.","CRIAÇÃO, LEI FEDERAL, DIA NACIONAL, PROTEÇÃO, BIODIVERSIDADE, ESPECIE, EXTINÇÃO, FAUNA, FLORA, MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Randolfe Rodrigues (REDE/AP)","2016-05-31","2016-05-31",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, DIA NACIONAL, PROTEÇÃO, BIOD","Criação"
"150",3349,3349,126842,2016,"PLS 330/2016","Não","Altera a redação do art. 12 da Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa, para isentar imóveis rurais de novos assentamentos do Programa de Reforma Agrária, com até um módulo fiscal, da obrigatoriedade de constituição de reserva legal.","Altera a Lei nº 12.651, de 25 de maio de 2012, para isentar da obrigação legal de cobertura de vegetação nativa, a título de Reserva Legal aos imóveis rurais com até 1 (um) módulo fiscal dos novos assentamentos de Programa de Reforma Agrária estabelecido pelo poder público.","ALTERAÇÃO, LEI FEDERAL, CODIGO FLORESTAL, NOVO CODIGO FLORESTAL, EXCEÇÃO, OBRIGATORIEDADE, RESERVA LEGAL, ASSENTAMENTO RURAL, PROGRAMA, REFORMA AGRARIA, PODER PUBLICO.","Senador Acir Gurgacz (PDT/RO)","2016-09-08","2016-09-08",11,"NORMA_GERAL","Norma Geral",115,"Política fundiária e reforma agrária",82,"Econômico",NA,"","",NA,"33805077","Política Fundiária e Reforma Agrária","Economia e Desenvolvimento / Política Fundiária e Reforma Agrária",1,"Política Fundiária e Reforma Agrária","Individual","ALTERAÇÃO, LEI FEDERAL, CODIGO FLORESTAL, NOVO COD","Alteração"
"151",3356,3356,127088,2016,"PLS 375/2016","Não","Altera a Lei nº 12.305, de 2 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos; altera a Lei nº 9.605, de 12 de fevereiro de 1998; e dá outras providências, para inserir medicamentos de uso humano e suas embalagens no rol de produtos para os quais é obrigatória a implementação de sistema de logística reversa."," São obrigados a estruturar e implementar sistemas de logística reversa, mediante retorno dos produtos após o uso pelo consumidor, de forma independente do serviço público de limpeza urbana e de manejo dos resíduos sólidos, os fabricantes, importadores, distribuidores e comerciantes de medicamentos de uso humano e embalagens.
","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, RESIDUO, LOGISTICA, RETORNO, PRODUTO, MEDICAMENTOS, EMBALAGEM. CORRELAÇÃO, MEIO AMBIENTE","Senador Paulo Rocha (PT/PA)","2016-10-06","2016-10-06",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, RESIDUO","Alteração"
"152",3357,3357,127240,2016,"PLS 384/2016","Não","Altera a Lei nº 8.629, de 25 de fevereiro de 1993, que dispõe sobre a regulamentação dos dispositivos constitucionais relativos à reforma agrária, previstos no Capítulo III, Título VII, da Constituição Federal, para permitir ao assentado, mediante autorização do Incra, a exploração do potencial de energia eólica ou solar existente no imóvel.","Altera a Lei da reforma agrária (Lei 8629/1993) para facultar ao Incra autorizar o beneficiário da reforma agrária a celebrar contratos com terceiros objetivando a exploração do potencial  para produção de energia eólica ou solar nos imóveis rurais.","ALTERAÇÃO, LEI FEDERAL, REFORMA AGRARIA, REGULAMENTAÇÃO, MATERIA CONSTITUCIONAL, IMOVEL RURAL, ENERGIA SOLAR, ENERGIA EOLICA, (INCRA), AUTORIZAÇÃO, CONTRATO, TERCEIROS, EXPLORAÇÃO.","Senador José Agripino (DEM/RN)","2016-10-19","2016-10-19",11,"NORMA_GERAL","Norma Geral",115,"Política fundiária e reforma agrária",82,"Econômico",NA,"","",NA,"33805077","Política Fundiária e Reforma Agrária","Economia e Desenvolvimento / Política Fundiária e Reforma Agrária",1,"Política Fundiária e Reforma Agrária","Individual","ALTERAÇÃO, LEI FEDERAL, REFORMA AGRARIA, REGULAMEN","Alteração"
"153",3359,3359,127396,2016,"PLS 402/2016","Não","Altera a Lei no 9.605, de 12 de fevereiro de 1998, para aumentar a pena para o crime de fabrico, venda, transporte e solta de balões incendiários.","Altera a Lei Nº 9605/1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, para aumentar a pena para o crime de fabrico, venda, transporte e solta de balões incendiários.","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, DIREITO PENAL, AUMENTO, PENA, CRIME, FABRICAÇÃO, VENDA, TRANSPORTE, BALÃO.","Senador Raimundo Lira (MDB/PB)","2016-11-07","2016-11-07",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, ","Alteração"
"154",3371,3371,124747,2016,"PLS 22/2016","Não","Altera a redação do art. 1º da Lei nº 8.072, de 25 de julho de 1990, para incluir no rol dos crimes hediondos a poluição ambiental com resultado morte, e o art. 54 da Lei nº 9.605, de 12 de fevereiro de 1998, para dobrar a pena se da poluição resultar morte.","Inclui no rol dos crimes hediondos a poluição ambiental com resultado morte.
","ALTERAÇÃO, LEI FEDERAL, DIREITO PENAL, LEI DOS CRIMES HEDIONDOS, INCLUSÃO, CRIME HEDIONDO, POLUIÇÃO, MEIO AMBIENTE, RESULTADO, MORTE. ALTERAÇÃO, LEI DE CRIMES AMBIENTAIS, AUMENTO, PENA.","Senador Randolfe Rodrigues (REDE/AP)","2016-02-16","2016-02-16",11,"NORMA_GERAL","Norma Geral",130,"Direito penal e processual penal",83,"Jurídico",NA,"","",NA,"33805617, 33809739","Direito Penal e Penitenciário, Poluição","Jurídico / Direito Penal e Penitenciário / Meio Ambiente / Poluição",1,"Poluição","Individual","ALTERAÇÃO, LEI FEDERAL, DIREITO PENAL, LEI DOS CRI","Alteração"
